Hotel Name,Location,Amenities,Distance from City Center (km),Type of Room,Hotel Star Rating,Customer Rating,Check-in Time,Check-out Time,Day of the Week,Is Public Holiday,Is Tourism Zone,Google Trends Score,Hotel Price (INR)
Hotel Magnolia 52,Bangalore,"Bar, Parking, Free WiFi, Gym",17.57,Standard,4,3.7,1:00 PM,11:00 AM,Friday,1,0,25,3895
Hotel Horizon 98,Mumbai,"Restaurant, Business Center, Bar, Pet Friendly",4.28,Deluxe,5,4.6,1:00 PM,12:00 PM,Wednesday,0,0,27,6087
Hotel Sapphire 16,Chennai,"Pet Friendly, Business Center, Restaurant, Spa",3.39,Deluxe,2,4.1,1:00 PM,12:00 PM,Tuesday,0,1,67,3190
Hotel Regency 44,Delhi,"Restaurant, Parking",6.35,Deluxe,4,4.0,11:00 AM,11:00 AM,Friday,0,1,34,4576
Hotel Royal 2,Bangalore,"Pet Friendly, Free WiFi, Gym, Restaurant, Pool",17.7,Executive,3,3.8,2:00 PM,1:00 PM,Friday,0,1,21,3335
Hotel Moonlight 40,Mumbai,"Pool, Bar",7.69,Deluxe,3,2.5,12:00 PM,12:00 PM,Saturday,1,0,62,3397
Hotel Sunrise 54,Delhi,"Spa, Business Center, Pet Friendly, Free WiFi, Bar",5.46,Presidential Suite,4,2.8,12:00 PM,11:00 AM,Thursday,1,0,52,4079
Hotel Bliss 70,Pune,"Business Center, Pet Friendly",15.4,Suite,3,3.1,1:00 PM,2:00 PM,Thursday,1,0,34,3264
Hotel Palm 64,Bangalore,"Pool, Free WiFi, Parking, Gym, Bar",1.45,Deluxe,4,3.2,11:00 AM,12:00 PM,Friday,0,0,45,4397
Hotel Plaza 92,Kolkata,"Gym, Pet Friendly, Restaurant, Free WiFi",19.93,Executive,4,3.7,2:00 PM,11:00 AM,Wednesday,0,1,100,4133
Hotel Oasis 25,Ahmedabad,"Pool, Gym, Bar",10.24,Deluxe,3,3.8,11:00 AM,2:00 PM,Friday,0,0,36,3397
Hotel Plaza 78,Mumbai,"Pet Friendly, Gym",12.93,Presidential Suite,4,4.0,1:00 PM,11:00 AM,Sunday,1,0,86,4920
Hotel Sapphire 92,Hyderabad,"Restaurant, Gym, Parking, Bar",18.29,Suite,5,5.0,11:00 AM,2:00 PM,Saturday,0,1,72,5779
Hotel Serenity 72,Goa,"Spa, Bar, Gym, Free WiFi, Business Center",13.05,Deluxe,4,3.1,11:00 AM,1:00 PM,Saturday,1,0,27,4250
Hotel Oasis 17,Mumbai,"Pet Friendly, Restaurant, Bar",19.16,Suite,5,4.8,11:00 AM,11:00 AM,Saturday,0,0,30,5590
Hotel Sunrise 53,Bangalore,"Restaurant, Bar",15.45,Presidential Suite,5,3.4,1:00 PM,1:00 PM,Saturday,1,0,77,5049
Hotel Crimson 57,Hyderabad,"Airport Shuttle, Gym",14.74,Presidential Suite,4,4.5,1:00 PM,11:00 AM,Saturday,1,1,32,4656
Hotel Bliss 56,Bangalore,"Airport Shuttle, Bar, Restaurant, Gym, Pet Friendly",7.6,Executive,3,3.9,2:00 PM,11:00 AM,Wednesday,0,0,73,3488
Hotel Plaza 39,Hyderabad,"Spa, Restaurant, Free WiFi",17.89,Presidential Suite,2,2.7,12:00 PM,12:00 PM,Tuesday,1,0,41,1912
Hotel Oasis 96,Delhi,"Pet Friendly, Pool, Business Center, Gym",16.14,Executive,5,2.6,1:00 PM,2:00 PM,Thursday,0,0,55,5280
Hotel Bliss 62,Delhi,"Restaurant, Pet Friendly, Business Center",10.8,Deluxe,3,3.4,12:00 PM,1:00 PM,Tuesday,0,0,52,3305
Hotel Oasis 17,Chennai,"Pool, Gym",4.32,Presidential Suite,2,4.9,1:00 PM,12:00 PM,Saturday,1,0,45,3159
Hotel Crimson 92,Ahmedabad,"Spa, Airport Shuttle, Free WiFi, Parking",24.27,Standard,5,4.3,11:00 AM,1:00 PM,Sunday,0,0,90,5759
Hotel Palm 23,Goa,"Pool, Bar, Free WiFi, Gym, Airport Shuttle",23.89,Deluxe,5,4.1,2:00 PM,1:00 PM,Friday,1,1,22,5617
Hotel Sunrise 38,Kolkata,"Free WiFi, Parking, Restaurant, Spa",20.61,Deluxe,5,4.0,1:00 PM,2:00 PM,Tuesday,0,1,84,5472
Hotel Grand 9,Delhi,"Pet Friendly, Parking",4.91,Suite,3,3.6,1:00 PM,11:00 AM,Saturday,1,1,92,3733
Hotel Euphoria 100,Pune,"Gym, Pool, Restaurant",12.67,Deluxe,3,4.5,12:00 PM,1:00 PM,Sunday,0,1,23,3850
Hotel Palm 5,Chennai,"Free WiFi, Gym, Spa, Pool, Bar",13.63,Suite,5,4.0,1:00 PM,11:00 AM,Friday,1,0,97,5222
Hotel Vista 46,Hyderabad,"Free WiFi, Pool, Gym, Parking",3.91,Suite,2,4.1,1:00 PM,11:00 AM,Friday,0,1,25,3000
Hotel Royal 4,Ahmedabad,"Gym, Bar, Pet Friendly, Airport Shuttle, Free WiFi",16.74,Presidential Suite,4,4.2,2:00 PM,12:00 PM,Monday,0,1,88,4697
Hotel Royal 3,Delhi,"Free WiFi, Bar, Gym",7.2,Suite,3,4.8,11:00 AM,1:00 PM,Thursday,1,1,91,3762
Hotel Heritage 71,Pune,"Free WiFi, Gym",11.06,Standard,4,4.2,1:00 PM,11:00 AM,Tuesday,1,0,24,5092
Hotel Bliss 98,Hyderabad,"Parking, Airport Shuttle, Pool, Free WiFi",16.31,Standard,5,3.2,1:00 PM,2:00 PM,Saturday,1,1,67,5519
Hotel Heritage 57,Jaipur,"Pool, Spa",13.79,Executive,2,4.7,11:00 AM,12:00 PM,Sunday,1,0,52,3076
Hotel Moonlight 79,Goa,"Gym, Restaurant, Spa, Free WiFi",24.68,Standard,5,2.9,1:00 PM,12:00 PM,Monday,0,1,100,5536
Hotel Horizon 31,Jaipur,"Business Center, Pet Friendly, Parking, Free WiFi",2.46,Executive,5,4.6,1:00 PM,2:00 PM,Wednesday,1,1,46,5492
Hotel Emerald 84,Ahmedabad,"Parking, Free WiFi",6.73,Suite,3,2.6,11:00 AM,2:00 PM,Sunday,1,0,83,3385
Hotel Emerald 95,Pune,"Pet Friendly, Bar, Spa",20.24,Presidential Suite,3,2.9,11:00 AM,1:00 PM,Tuesday,0,1,100,3020
Hotel Emerald 92,Hyderabad,"Gym, Spa, Business Center, Restaurant",16.48,Presidential Suite,3,4.9,11:00 AM,2:00 PM,Thursday,0,0,83,3619
Hotel Oasis 58,Ahmedabad,"Business Center, Spa, Restaurant",24.82,Executive,4,4.7,1:00 PM,2:00 PM,Friday,1,1,62,4227
Hotel Regency 52,Kolkata,"Airport Shuttle, Gym, Spa, Free WiFi, Bar",9.07,Deluxe,3,3.7,11:00 AM,11:00 AM,Tuesday,0,0,56,3318
Hotel Crimson 59,Delhi,"Parking, Business Center, Restaurant",4.56,Standard,5,3.7,11:00 AM,2:00 PM,Wednesday,1,0,83,6004
Hotel Magnolia 11,Chennai,"Gym, Free WiFi, Restaurant, Pet Friendly, Bar",2.6,Executive,5,4.9,11:00 AM,11:00 AM,Thursday,0,1,84,6209
Hotel Oasis 98,Delhi,"Airport Shuttle, Pet Friendly, Pool",2.96,Executive,5,3.7,12:00 PM,2:00 PM,Sunday,0,0,66,5705
Hotel Royal 28,Mumbai,"Parking, Gym",24.75,Suite,3,4.1,12:00 PM,12:00 PM,Wednesday,1,1,71,3775
Hotel Metro 27,Bangalore,"Bar, Gym, Business Center, Spa, Pet Friendly",22.57,Presidential Suite,3,4.9,12:00 PM,2:00 PM,Wednesday,0,1,97,3570
Hotel Emerald 93,Jaipur,"Restaurant, Pool",11.28,Deluxe,2,2.6,11:00 AM,11:00 AM,Friday,0,0,89,2218
Hotel Oasis 82,Jaipur,"Free WiFi, Gym, Spa",10.03,Deluxe,5,3.2,12:00 PM,1:00 PM,Thursday,0,1,54,5066
Hotel Bliss 96,Chennai,"Restaurant, Bar",4.34,Suite,3,2.6,2:00 PM,11:00 AM,Wednesday,0,0,52,2938
Hotel Heritage 59,Chennai,"Bar, Spa",22.71,Standard,2,4.6,2:00 PM,12:00 PM,Sunday,1,0,25,2755
Hotel Moonlight 33,Jaipur,"Pet Friendly, Pool, Restaurant, Spa, Parking",2.62,Deluxe,2,4.9,11:00 AM,1:00 PM,Sunday,0,0,20,2629
Hotel Palm 97,Ahmedabad,"Free WiFi, Restaurant",24.04,Deluxe,3,5.0,1:00 PM,12:00 PM,Tuesday,1,1,54,3543
Hotel Euphoria 75,Ahmedabad,"Free WiFi, Bar",3.65,Standard,3,4.1,1:00 PM,11:00 AM,Thursday,0,0,42,3622
Hotel Plaza 38,Bangalore,"Pet Friendly, Business Center, Gym, Restaurant",7.5,Standard,5,4.0,12:00 PM,11:00 AM,Wednesday,0,1,93,5264
Hotel Emerald 23,Goa,"Parking, Bar",1.25,Presidential Suite,3,3.0,12:00 PM,12:00 PM,Tuesday,0,0,76,3418
Hotel Crimson 63,Mumbai,"Gym, Business Center, Spa",19.92,Standard,2,2.6,12:00 PM,1:00 PM,Tuesday,1,1,47,2191
Hotel Emerald 84,Chennai,"Free WiFi, Business Center, Parking",3.5,Presidential Suite,3,4.4,2:00 PM,2:00 PM,Wednesday,0,1,97,4074
Hotel Royal 18,Ahmedabad,"Parking, Pet Friendly, Pool",2.08,Standard,2,3.5,2:00 PM,11:00 AM,Saturday,1,0,62,2546
Hotel Moonlight 20,Kolkata,"Airport Shuttle, Spa, Free WiFi",10.56,Suite,2,2.5,11:00 AM,11:00 AM,Monday,1,1,92,2390
Hotel Plaza 96,Goa,"Spa, Gym, Restaurant, Airport Shuttle, Pet Friendly",23.32,Suite,4,3.4,2:00 PM,12:00 PM,Tuesday,1,1,72,4546
Hotel Regency 11,Pune,"Gym, Business Center, Restaurant, Parking",11.45,Presidential Suite,5,2.9,1:00 PM,11:00 AM,Saturday,1,0,60,4869
Hotel Sunrise 7,Bangalore,"Pet Friendly, Bar, Gym, Airport Shuttle, Parking",20.67,Executive,5,2.6,12:00 PM,11:00 AM,Friday,0,0,80,5295
Hotel Horizon 89,Goa,"Business Center, Airport Shuttle, Gym",6.11,Suite,4,3.0,12:00 PM,12:00 PM,Tuesday,0,1,93,4584
Hotel Bliss 33,Pune,"Parking, Business Center",18.32,Suite,5,4.4,11:00 AM,1:00 PM,Wednesday,0,0,42,5205
Hotel Heritage 75,Goa,"Pet Friendly, Gym, Restaurant, Parking",1.06,Deluxe,3,2.9,2:00 PM,2:00 PM,Monday,1,1,36,3950
Hotel Metro 71,Hyderabad,"Free WiFi, Spa, Airport Shuttle, Restaurant, Bar",9.82,Presidential Suite,5,4.9,12:00 PM,2:00 PM,Friday,0,1,28,5725
Hotel Emerald 78,Mumbai,"Parking, Restaurant",10.26,Standard,4,2.7,11:00 AM,1:00 PM,Sunday,0,0,25,3872
Hotel Plaza 6,Chennai,"Gym, Spa, Free WiFi, Business Center, Pool",9.42,Executive,4,2.9,2:00 PM,12:00 PM,Saturday,0,0,60,4002
Hotel Euphoria 88,Delhi,"Spa, Parking, Bar, Business Center, Airport Shuttle",11.35,Standard,3,3.3,2:00 PM,12:00 PM,Tuesday,0,1,68,3921
Hotel Grand 36,Pune,"Airport Shuttle, Restaurant, Pool, Business Center",15.66,Deluxe,5,4.8,11:00 AM,12:00 PM,Thursday,0,0,49,5773
Hotel Palm 90,Kolkata,"Business Center, Restaurant, Airport Shuttle, Pet Friendly, Bar",24.83,Standard,3,4.6,11:00 AM,12:00 PM,Thursday,1,1,78,3286
Hotel Metro 73,Hyderabad,"Bar, Parking, Restaurant, Gym",10.34,Executive,5,3.1,11:00 AM,1:00 PM,Wednesday,0,0,81,5605
Hotel Regency 8,Mumbai,"Gym, Restaurant, Pet Friendly, Pool, Business Center",15.37,Presidential Suite,4,2.5,12:00 PM,11:00 AM,Sunday,0,0,94,4208
Hotel Sapphire 31,Goa,"Parking, Pool, Restaurant",1.19,Standard,3,3.1,12:00 PM,2:00 PM,Saturday,1,0,83,3469
Hotel Oasis 70,Kolkata,"Airport Shuttle, Pet Friendly, Free WiFi, Parking, Gym",2.06,Executive,3,2.6,12:00 PM,2:00 PM,Saturday,1,0,64,3486
Hotel Sapphire 82,Chennai,"Pet Friendly, Airport Shuttle, Gym, Restaurant",3.33,Standard,4,2.6,12:00 PM,1:00 PM,Monday,0,1,91,3992
Hotel Oasis 46,Kolkata,"Airport Shuttle, Parking, Pet Friendly, Gym",10.17,Deluxe,5,3.3,11:00 AM,12:00 PM,Saturday,1,0,52,5508
Hotel Vista 28,Hyderabad,"Airport Shuttle, Spa",5.62,Deluxe,5,2.9,1:00 PM,2:00 PM,Wednesday,1,0,76,5838
Hotel Grand 76,Hyderabad,"Bar, Business Center",16.06,Suite,5,4.6,1:00 PM,1:00 PM,Wednesday,1,0,29,5667
Hotel Bliss 52,Goa,"Parking, Free WiFi, Bar, Airport Shuttle, Gym",1.99,Standard,2,3.5,2:00 PM,1:00 PM,Tuesday,0,1,83,2729
Hotel Euphoria 60,Kolkata,"Parking, Pool, Restaurant, Pet Friendly",4.06,Deluxe,3,4.0,11:00 AM,12:00 PM,Friday,0,0,36,3305
Hotel Sapphire 57,Kolkata,"Business Center, Free WiFi, Gym",16.28,Standard,2,3.4,12:00 PM,2:00 PM,Thursday,1,0,88,2731
Hotel Heritage 1,Ahmedabad,"Gym, Airport Shuttle, Spa",14.31,Presidential Suite,4,3.6,1:00 PM,11:00 AM,Wednesday,1,1,95,4164
Hotel Vista 25,Bangalore,"Airport Shuttle, Free WiFi, Restaurant, Business Center, Gym",10.85,Suite,4,3.5,12:00 PM,2:00 PM,Tuesday,1,0,82,4823
Hotel Sunrise 10,Ahmedabad,"Bar, Free WiFi",23.25,Standard,5,4.6,12:00 PM,1:00 PM,Saturday,0,1,48,5734
Hotel Oasis 31,Hyderabad,"Free WiFi, Spa, Parking, Airport Shuttle, Pool",23.28,Suite,4,4.0,12:00 PM,12:00 PM,Friday,0,1,33,4394
Hotel Metro 55,Kolkata,"Pool, Free WiFi, Business Center, Pet Friendly",2.58,Executive,3,2.8,11:00 AM,2:00 PM,Friday,0,0,65,3272
Hotel Regency 7,Chennai,"Pool, Spa, Business Center",19.88,Suite,3,2.8,11:00 AM,11:00 AM,Saturday,1,1,30,3555
Hotel Serenity 18,Pune,"Parking, Restaurant, Gym, Free WiFi",7.35,Deluxe,3,4.7,11:00 AM,2:00 PM,Wednesday,1,1,30,3984
Hotel Plaza 48,Bangalore,"Parking, Pet Friendly",7.88,Standard,3,4.2,12:00 PM,2:00 PM,Tuesday,1,0,87,3677
Hotel Sapphire 57,Kolkata,"Restaurant, Bar, Spa, Pool, Airport Shuttle",22.88,Suite,2,2.6,1:00 PM,1:00 PM,Thursday,0,0,20,2087
Hotel Lagoon 12,Goa,"Spa, Business Center",3.87,Standard,5,2.8,11:00 AM,1:00 PM,Sunday,0,1,33,5579
Hotel Horizon 17,Mumbai,"Restaurant, Airport Shuttle, Business Center",9.64,Deluxe,4,4.0,1:00 PM,1:00 PM,Wednesday,0,1,33,4416
Hotel Horizon 23,Ahmedabad,"Pet Friendly, Airport Shuttle, Bar, Pool",11.91,Executive,3,4.0,11:00 AM,12:00 PM,Tuesday,1,1,98,3977
Hotel Oasis 59,Hyderabad,"Free WiFi, Pet Friendly, Airport Shuttle",12.98,Suite,5,4.2,2:00 PM,11:00 AM,Saturday,1,1,43,5788
Hotel Oasis 55,Jaipur,"Bar, Parking, Airport Shuttle",4.05,Presidential Suite,3,2.7,1:00 PM,12:00 PM,Tuesday,1,1,74,3232
Hotel Oasis 39,Bangalore,"Bar, Gym, Spa, Airport Shuttle, Pool",2.43,Suite,4,3.2,12:00 PM,1:00 PM,Friday,1,1,49,5063
Hotel Moonlight 98,Kolkata,"Pool, Gym, Spa, Airport Shuttle",14.75,Standard,3,3.4,2:00 PM,12:00 PM,Saturday,0,1,90,3470
Hotel Sapphire 82,Ahmedabad,"Restaurant, Bar, Gym",9.38,Standard,5,3.0,2:00 PM,12:00 PM,Tuesday,1,0,79,4990
Hotel Heritage 54,Chennai,"Free WiFi, Parking",6.79,Standard,2,2.9,12:00 PM,11:00 AM,Saturday,0,0,31,2249
Hotel Oasis 37,Goa,"Restaurant, Parking, Pet Friendly, Spa, Airport Shuttle",23.26,Deluxe,4,3.2,2:00 PM,12:00 PM,Saturday,0,0,85,4329
Hotel Royal 5,Jaipur,"Spa, Parking",7.49,Standard,2,2.8,11:00 AM,11:00 AM,Monday,1,1,65,2116
Hotel Sapphire 54,Hyderabad,"Business Center, Restaurant, Gym",11.15,Presidential Suite,4,3.0,12:00 PM,1:00 PM,Wednesday,1,1,36,4248
Hotel Horizon 77,Delhi,"Spa, Bar, Free WiFi, Business Center, Pet Friendly",2.67,Standard,4,2.6,11:00 AM,12:00 PM,Friday,0,0,86,4716
Hotel Horizon 42,Bangalore,"Airport Shuttle, Pool, Pet Friendly, Bar",17.67,Suite,5,4.1,2:00 PM,1:00 PM,Friday,0,1,66,5883
Hotel Emerald 66,Hyderabad,"Gym, Bar, Pool, Pet Friendly",15.31,Standard,2,3.8,11:00 AM,11:00 AM,Thursday,0,0,90,2610
Hotel Horizon 78,Ahmedabad,"Airport Shuttle, Pet Friendly, Bar, Free WiFi",5.85,Suite,2,4.1,2:00 PM,1:00 PM,Thursday,1,1,44,2884
Hotel Sunrise 28,Bangalore,"Parking, Restaurant, Business Center",1.22,Suite,2,3.9,11:00 AM,12:00 PM,Wednesday,0,0,43,3149
Hotel Lagoon 80,Bangalore,"Restaurant, Free WiFi, Gym",10.24,Suite,2,2.6,12:00 PM,2:00 PM,Wednesday,0,1,38,1911
Hotel Royal 1,Jaipur,"Parking, Business Center, Gym, Pet Friendly",16.24,Standard,5,4.8,1:00 PM,11:00 AM,Monday,0,1,64,5733
Hotel Lagoon 21,Delhi,"Airport Shuttle, Business Center",2.73,Presidential Suite,2,3.7,2:00 PM,1:00 PM,Monday,0,0,79,2444
Hotel Lagoon 97,Delhi,"Parking, Airport Shuttle, Gym, Bar",24.19,Presidential Suite,3,5.0,12:00 PM,11:00 AM,Wednesday,1,1,80,3938
Hotel Serenity 50,Delhi,"Pool, Parking",21.92,Executive,2,3.0,11:00 AM,2:00 PM,Friday,1,0,55,2413
Hotel Euphoria 29,Hyderabad,"Spa, Restaurant, Pet Friendly",12.3,Deluxe,3,4.0,2:00 PM,12:00 PM,Saturday,0,0,66,3999
Hotel Vista 58,Chennai,"Business Center, Pool, Bar, Gym, Parking",4.92,Suite,5,3.4,11:00 AM,11:00 AM,Monday,1,0,32,5470
Hotel Heritage 14,Pune,"Gym, Parking, Pool, Free WiFi, Bar",16.72,Standard,3,4.9,1:00 PM,12:00 PM,Thursday,0,1,92,3574
Hotel Moonlight 31,Delhi,"Airport Shuttle, Pool, Business Center, Free WiFi, Gym",11.79,Executive,2,4.7,11:00 AM,11:00 AM,Monday,1,0,86,2511
Hotel Bliss 86,Hyderabad,"Business Center, Parking, Spa",18.51,Executive,5,4.3,1:00 PM,11:00 AM,Wednesday,1,0,78,5145
Hotel Emerald 32,Jaipur,"Free WiFi, Pool",22.51,Executive,5,2.9,11:00 AM,11:00 AM,Saturday,0,0,80,5209
Hotel Lagoon 78,Hyderabad,"Restaurant, Gym",1.02,Executive,3,3.2,11:00 AM,11:00 AM,Monday,1,1,66,3861
Hotel Magnolia 59,Pune,"Airport Shuttle, Pet Friendly, Spa, Bar",18.8,Standard,5,3.4,1:00 PM,12:00 PM,Friday,0,0,94,5722
Hotel Heritage 100,Goa,"Airport Shuttle, Pool, Restaurant, Free WiFi",21.78,Suite,4,4.7,1:00 PM,2:00 PM,Friday,0,0,70,4835
Hotel Palm 56,Mumbai,"Spa, Free WiFi, Gym",5.07,Standard,3,3.2,11:00 AM,11:00 AM,Thursday,0,1,44,3296
Hotel Sapphire 60,Kolkata,"Spa, Parking",3.97,Deluxe,4,4.6,2:00 PM,1:00 PM,Tuesday,1,0,66,5136
Hotel Emerald 26,Hyderabad,"Restaurant, Airport Shuttle, Parking",2.02,Suite,2,3.1,11:00 AM,2:00 PM,Friday,0,0,29,2289
Hotel Bliss 87,Delhi,"Bar, Gym",16.91,Suite,5,4.8,2:00 PM,12:00 PM,Wednesday,1,0,62,5410
Hotel Horizon 49,Goa,"Business Center, Pool, Pet Friendly, Parking, Spa",22.04,Presidential Suite,4,3.7,12:00 PM,11:00 AM,Friday,1,1,93,4219
Hotel Royal 51,Pune,"Parking, Pool, Free WiFi",20.15,Suite,4,3.6,11:00 AM,1:00 PM,Saturday,0,0,38,4304
Hotel Bliss 86,Chennai,"Spa, Pool, Airport Shuttle",10.68,Executive,3,4.6,12:00 PM,1:00 PM,Wednesday,1,1,22,3692
Hotel Metro 69,Jaipur,"Business Center, Pool, Bar, Gym, Airport Shuttle",20.25,Standard,5,3.0,11:00 AM,11:00 AM,Thursday,1,0,68,4766
Hotel Bliss 30,Mumbai,"Spa, Free WiFi, Bar",17.51,Executive,5,3.1,2:00 PM,11:00 AM,Friday,0,1,51,5615
Hotel Lagoon 54,Kolkata,"Free WiFi, Pool",20.32,Suite,2,3.6,1:00 PM,12:00 PM,Tuesday,1,1,51,2396
Hotel Lagoon 41,Jaipur,"Pet Friendly, Parking",4.04,Deluxe,2,3.9,12:00 PM,2:00 PM,Sunday,0,1,69,2399
Hotel Serenity 16,Goa,"Pool, Restaurant, Spa",19.77,Presidential Suite,2,4.4,12:00 PM,12:00 PM,Sunday,0,0,35,2762
Hotel Palm 90,Chennai,"Restaurant, Airport Shuttle, Free WiFi, Pool",24.13,Executive,3,4.5,12:00 PM,1:00 PM,Saturday,0,0,58,3701
Hotel Magnolia 31,Jaipur,"Gym, Spa, Pet Friendly, Free WiFi, Business Center",5.38,Suite,2,2.9,1:00 PM,12:00 PM,Monday,1,0,54,2576
Hotel Bliss 45,Kolkata,"Pet Friendly, Bar, Gym, Business Center",0.74,Suite,5,2.6,12:00 PM,12:00 PM,Saturday,0,0,94,5690
Hotel Euphoria 21,Chennai,"Business Center, Airport Shuttle, Pet Friendly, Bar",14.55,Deluxe,2,3.6,2:00 PM,12:00 PM,Wednesday,1,0,68,2525
Hotel Sunrise 32,Kolkata,"Spa, Parking, Gym, Free WiFi, Airport Shuttle",16.09,Suite,4,2.9,1:00 PM,12:00 PM,Friday,1,0,86,3854
Hotel Oasis 79,Jaipur,"Business Center, Parking, Free WiFi, Airport Shuttle",7.05,Presidential Suite,5,3.1,11:00 AM,2:00 PM,Saturday,0,1,37,5682
Hotel Palm 57,Pune,"Gym, Business Center",19.32,Presidential Suite,5,4.1,2:00 PM,1:00 PM,Thursday,1,0,94,5020
Hotel Palm 71,Bangalore,"Gym, Free WiFi, Business Center",5.12,Deluxe,4,4.5,2:00 PM,1:00 PM,Wednesday,0,0,97,5114
Hotel Horizon 91,Hyderabad,"Spa, Pool, Business Center",2.35,Deluxe,5,4.3,1:00 PM,12:00 PM,Monday,1,1,34,6195
Hotel Regency 4,Goa,"Spa, Pool, Parking",9.81,Presidential Suite,3,3.7,2:00 PM,1:00 PM,Saturday,1,1,62,3596
Hotel Euphoria 85,Goa,"Business Center, Free WiFi, Gym, Bar, Spa",1.38,Presidential Suite,5,4.1,1:00 PM,2:00 PM,Sunday,1,0,34,5658
Hotel Lagoon 38,Delhi,"Bar, Gym, Airport Shuttle",9.26,Executive,4,4.2,1:00 PM,2:00 PM,Wednesday,1,0,26,4513
Hotel Sunrise 11,Kolkata,"Spa, Parking, Airport Shuttle, Gym, Pool",5.24,Suite,4,3.3,1:00 PM,2:00 PM,Sunday,0,0,70,4783
Hotel Sapphire 15,Goa,"Pool, Pet Friendly, Free WiFi, Parking, Bar",12.56,Deluxe,4,4.8,1:00 PM,11:00 AM,Sunday,0,1,90,4860
Hotel Sunrise 13,Goa,"Spa, Free WiFi",7.0,Suite,5,4.6,11:00 AM,11:00 AM,Tuesday,1,0,33,5287
Hotel Horizon 7,Goa,"Airport Shuttle, Gym",19.71,Standard,3,4.1,2:00 PM,2:00 PM,Tuesday,1,1,30,3860
Hotel Moonlight 77,Hyderabad,"Bar, Gym, Business Center",10.11,Standard,2,2.7,12:00 PM,11:00 AM,Friday,0,1,85,1867
Hotel Palm 2,Delhi,"Restaurant, Parking, Gym, Airport Shuttle, Pool",11.09,Deluxe,2,2.7,2:00 PM,12:00 PM,Tuesday,0,1,95,2556
Hotel Serenity 63,Hyderabad,"Business Center, Pet Friendly, Gym, Bar, Airport Shuttle",10.91,Presidential Suite,4,3.3,11:00 AM,1:00 PM,Saturday,0,0,85,4162
Hotel Crimson 81,Mumbai,"Bar, Restaurant, Pet Friendly, Gym",1.01,Deluxe,4,4.7,1:00 PM,12:00 PM,Thursday,1,1,89,5145
Hotel Magnolia 69,Bangalore,"Free WiFi, Bar",19.6,Presidential Suite,2,4.1,11:00 AM,11:00 AM,Monday,1,0,42,2730
Hotel Grand 47,Delhi,"Business Center, Free WiFi, Pool",12.02,Standard,4,3.3,1:00 PM,1:00 PM,Thursday,0,0,56,4773
Hotel Vista 52,Pune,"Airport Shuttle, Free WiFi, Bar, Parking",23.86,Suite,2,4.7,12:00 PM,1:00 PM,Sunday,0,1,88,2276
Hotel Royal 52,Pune,"Free WiFi, Parking, Bar, Airport Shuttle",11.2,Executive,3,3.4,11:00 AM,1:00 PM,Tuesday,1,0,26,3720
Hotel Regency 54,Goa,"Restaurant, Airport Shuttle, Free WiFi, Pool",14.27,Executive,5,4.9,12:00 PM,2:00 PM,Monday,0,0,25,6011
Hotel Lagoon 16,Chennai,"Parking, Gym, Restaurant, Bar, Pet Friendly",23.5,Suite,5,3.3,12:00 PM,12:00 PM,Thursday,1,1,50,5486
Hotel Metro 92,Jaipur,"Pet Friendly, Spa, Parking, Free WiFi",6.68,Deluxe,2,4.8,2:00 PM,2:00 PM,Saturday,0,0,50,2681
Hotel Heritage 63,Chennai,"Gym, Free WiFi, Pool, Parking",24.55,Deluxe,4,3.1,1:00 PM,2:00 PM,Wednesday,0,1,46,4147
Hotel Sapphire 25,Chennai,"Restaurant, Free WiFi, Bar, Parking",11.75,Deluxe,4,4.1,1:00 PM,1:00 PM,Sunday,0,1,39,4117
Hotel Grand 20,Kolkata,"Spa, Pool, Airport Shuttle",19.89,Deluxe,5,2.6,1:00 PM,1:00 PM,Friday,1,0,96,5127
Hotel Metro 100,Hyderabad,"Free WiFi, Pool",11.35,Presidential Suite,2,4.3,2:00 PM,11:00 AM,Thursday,0,1,85,3015
Hotel Plaza 53,Delhi,"Pool, Business Center, Pet Friendly, Parking",17.14,Presidential Suite,3,4.1,1:00 PM,1:00 PM,Thursday,1,0,21,3504
Hotel Euphoria 94,Delhi,"Bar, Parking, Airport Shuttle",19.93,Presidential Suite,5,3.1,12:00 PM,12:00 PM,Friday,1,0,34,5274
Hotel Heritage 35,Hyderabad,"Spa, Free WiFi",2.02,Suite,3,3.4,1:00 PM,1:00 PM,Sunday,0,1,65,3732
Hotel Sunrise 17,Ahmedabad,"Parking, Restaurant, Business Center, Airport Shuttle, Gym",4.05,Presidential Suite,3,3.5,2:00 PM,12:00 PM,Sunday,0,0,87,3719
Hotel Royal 20,Jaipur,"Airport Shuttle, Business Center",21.74,Standard,4,4.4,2:00 PM,11:00 AM,Wednesday,0,1,71,4169
